UniqueID,DateOfBite,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
2052,2015-05-04,Pit Bull,NA,U,FALSE,Bronx,10453
2053,2015-05-03,SHIH TZU/ PEKINGESE,NA,F,FALSE,Bronx,10451
2054,2015-05-01,Pekingese,NA,U,FALSE,Bronx,10473
2055,2015-05-05,NA,NA,U,FALSE,Bronx,10456
2056,2015-05-11,Pit Bull,10M,M,FALSE,Bronx,10465
2057,2015-05-05,NA,NA,U,FALSE,Bronx,10456
2058,2015-05-09,Pekingese,4,M,FALSE,Bronx,10468
2059,2015-05-12,Siberian Husky,NA,U,FALSE,Bronx,10466
2060,2015-05-12,Saint Bernard,4,M,TRUE,Bronx,10465
2061,2015-05-13,Chihuahua,2,F,TRUE,Bronx,10473
2062,2015-05-13,Pit Bull,2,F,FALSE,Bronx,10457
2063,2015-05-15,Doberman Pinscher,NA,M,FALSE,Bronx,10457
2064,2015-05-19,Pit Bull,5,M,FALSE,Bronx,10462
2065,2015-05-16,Pit Bull,NA,U,FALSE,Bronx,10458
2066,2015-05-15,Labrador Retriever,5,M,TRUE,Bronx,10464
2067,2015-04-27,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Bronx,10453
2068,2015-05-20,NA,NA,U,FALSE,Bronx,10453
2069,2015-05-19,BORDER COLLIE & AUSTRALIAN BLUE HEELER,1,M,FALSE,Bronx,10465
2070,2015-05-26,NA,NA,U,FALSE,Bronx,10466
2071,2015-05-24,RED NOSE PIT,2,M,TRUE,Bronx,10458
2072,2015-05-24,Pit Bull,NA,U,FALSE,Bronx,10453
2073,2015-05-25,American Pit Bull Terrier/Pit Bull,1,F,TRUE,Bronx,10458
2074,2015-05-27,Pit Bull,1,F,TRUE,Bronx,10465
2075,2015-05-26,Chihuahua,NA,U,FALSE,Bronx,10472
2076,2015-05-27,Pit Bull,NA,U,FALSE,Bronx,10470
2077,2015-05-25,STAFFORDSHIRE TERRIER,3,M,FALSE,Bronx,10460
2078,2015-05-22,American Pit Bull Mix / Pit Bull Mix,4,F,TRUE,Bronx,10463
2079,2015-05-29,German Shepherd,NA,U,FALSE,Bronx,10460
2080,2015-05-29,Chihuahua Crossbreed,4,M,FALSE,Bronx,10471
2081,2015-05-29,Pit Bull,2,M,FALSE,Bronx,10456
2082,2015-05-29,Pit Bull,2,M,FALSE,Bronx,10456
2083,2015-05-29,Pit Bull,2,M,FALSE,Bronx,10456
2084,2015-05-11,NA,NA,U,FALSE,Bronx,10462
2085,2015-06-04,Beagle,1,F,FALSE,Bronx,10467
2086,2015-06-02,Pit Bull,2,M,FALSE,Bronx,10456
2087,2015-05-08,Pit Bull,NA,U,FALSE,Bronx,10456
2088,2015-05-01,Pit Bull,2,F,TRUE,Bronx,10455
2089,2015-06-04,NA,NA,U,FALSE,Bronx,10460
2090,2015-06-06,Basset Hound,4,M,TRUE,Bronx,10459
2091,2015-06-07,Chihuahua,2,M,TRUE,Bronx,10456
2092,2015-06-06,Mixed/Other,NA,U,FALSE,Bronx,10463
2093,2015-06-06,Maltese,8M,M,FALSE,Bronx,10458
2094,2015-06-07,Pit Bull,4,M,TRUE,Bronx,10453
2095,2015-06-08,Maltese,11 M,F,FALSE,Bronx,10472
2096,2015-06-04,Rottweiler,NA,U,FALSE,Bronx,10466
2097,2015-06-04,Pit Bull,NA,U,FALSE,Bronx,10462
2098,2015-06-05,Pit Bull,NA,F,TRUE,Bronx,10457
2099,2015-06-07,Maltese,2,M,TRUE,Bronx,10460
2100,2015-06-04,SHIH TZU/POODLE,6,M,FALSE,Bronx,10462
2101,2015-06-09,Chihuahua,NA,U,FALSE,Bronx,10456
2102,2015-06-11,Pit Bull,NA,U,FALSE,Bronx,10452
2103,2015-06-13,POODLE- X,6,M,TRUE,Bronx,10461
2104,2015-06-18,Pit Bull,5,M,FALSE,Bronx,10456
2105,2015-06-15,Yorkshire Terrier,3,F,FALSE,Bronx,10470
2106,2015-06-17,Chihuahua,NA,M,FALSE,Bronx,10453
2107,2015-06-17,NA,NA,U,FALSE,Bronx,10460
2108,2015-06-06,Bichon Frise,NA,U,FALSE,Bronx,10472
2109,2015-06-18,NA,NA,F,FALSE,Bronx,10457
2110,2015-06-21,Pit Bull,2,M,FALSE,Bronx,10460
2111,2015-06-22,Chihuahua,NA,U,FALSE,Bronx,10472
2112,2015-06-23,Pit Bull,NA,U,FALSE,Bronx,10473
2113,2015-06-22,BEAGLE/ ENG SPRINGER SPANIEL,1,F,TRUE,Bronx,10457
2114,2015-06-23,Maltese,4,M,TRUE,Bronx,10453
2115,2015-06-22,NA,NA,U,FALSE,Bronx,10469
2116,2015-06-26,SHIH TZU/ YORKSHIRE TERR,5,M,FALSE,Bronx,10460
2117,2015-06-27,Pit Bull,NA,U,FALSE,Bronx,10029
2118,2015-06-28,Pomeranian,NA,M,TRUE,Bronx,10453
2119,2015-06-21,Pit Bull,NA,F,FALSE,Bronx,10461
2120,2015-06-30,Pit Bull,NA,U,FALSE,Bronx,10453
2121,2015-07-01,Golden Retriever,11,F,TRUE,Bronx,10463
2122,2015-06-30,Pit Bull,NA,U,FALSE,Bronx,10451
2123,2015-07-04,Beagle,9,M,FALSE,Bronx,10467
2124,2015-07-03,MASTIFF,3,M,FALSE,Bronx,10460
2125,2015-07-08,Pit Bull,2,M,FALSE,Bronx,10456
2126,2015-07-02,"Mastiff, Bull",7,M,FALSE,Bronx,10458
2127,2015-07-10,TERRIER/ YORKIE,2,F,FALSE,Bronx,10458
2128,2015-07-09,American Pit Bull Mix / Pit Bull Mix,2,F,FALSE,Bronx,10460
2129,2015-07-11,American Staffordshire Terrier,4,M,FALSE,Bronx,10460
2130,2015-07-14,Boston Terrier,NA,U,FALSE,Bronx,10461
2131,2015-07-10,Jack Russ,11,M,TRUE,Bronx,10470
2132,2015-07-01,NA,NA,U,FALSE,Bronx,10466
2133,2015-07-13,BLACK MOUTH CUR,3,M,TRUE,Bronx,10465
2134,2015-07-13,BLACK MOUTH CUR,3,M,TRUE,Bronx,10465
2135,2015-07-10,NA,NA,U,FALSE,Bronx,10455
2136,2015-07-11,NA,2,F,FALSE,Bronx,10452
2137,2015-07-14,Yorkshire Terrier,NA,U,FALSE,Bronx,10458
2138,2015-07-15,JACK RUSS/BULLY PIT BULL,4,M,FALSE,Bronx,10459
2139,2015-07-18,Pit Bull,NA,U,FALSE,Bronx,10468
2140,2015-07-16,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Bronx,10469
2141,2015-07-21,American Pit Bull Terrier/Pit Bull,4,M,TRUE,Bronx,10472
2142,2015-07-09,AKITA/CHOW CHOW,2,M,FALSE,Bronx,10459
2143,2015-07-19,Pit Bull,2,M,FALSE,Bronx,10456
2144,2015-07-11,Pit Bull,7,M,FALSE,Bronx,10469
2145,2015-07-19,NA,NA,U,FALSE,Bronx,10466
2146,2015-07-22,Maltese,NA,U,FALSE,Bronx,10463
2147,2015-08-02,Pit Bull,7,M,FALSE,Bronx,10463
2148,2015-08-02,Shih Tzu,4,M,FALSE,Bronx,10467
2149,2015-08-01,NA,NA,U,FALSE,Bronx,10468
2150,2015-07-27,Chihuahua,7,F,FALSE,Bronx,10460
2151,2015-08-06,Beagle,6,M,TRUE,Bronx,10461
2152,2015-08-05,Chihuahua,5,M,FALSE,Bronx,10452
2153,2015-08-02,Saint Bernard,4,M,FALSE,Bronx,10471
2154,2015-07-22,NA,NA,U,FALSE,Bronx,10467
2155,2015-08-11,Bull dog,1,M,TRUE,Bronx,10459
2156,2015-08-12,Pit Bull,4,M,TRUE,Bronx,10458
2157,2015-08-10,Shih Tzu,NA,U,FALSE,Bronx,10456
2158,2015-08-11,"Bull Dog, English",1,M,TRUE,Bronx,10459
2159,2015-07-30,Pit Bull,NA,U,FALSE,Bronx,10455
2160,2015-08-13,Pit Bull,NA,U,FALSE,Bronx,10467
2161,2015-08-08,AUSTRALIAN SHEP/DALMATION/PITBULL,3,M,TRUE,Bronx,10472
2162,2015-08-14,NA,NA,U,FALSE,Bronx,11214
2163,2015-08-15,BEAGLE/BLUETICK HOUND,8M,M,FALSE,Bronx,10465
2164,2015-08-15,Pit Bull,NA,U,FALSE,Bronx,10468
2165,2015-08-08,German Shepherd,5,F,TRUE,Bronx,10469
2166,2015-08-15,Pit Bull,NA,U,FALSE,Bronx,10468
2167,2015-08-18,Shih Tzu,4,M,FALSE,Bronx,10458
2168,2015-08-14,Pit Bull,4,M,FALSE,Bronx,10457
2169,2015-08-17,Pit Bull,4,M,FALSE,Bronx,10455
2170,2015-08-18,Chihuahua,2,M,FALSE,Bronx,10460
2171,2015-08-23,Pit Bull,NA,U,FALSE,Bronx,10470
2172,2015-08-11,NA,NA,U,FALSE,Bronx,10458
2173,2015-08-22,Shih Tzu,2,F,FALSE,Bronx,10475
2174,2015-08-22,RAT TERRIER,11,M,FALSE,Bronx,10467
2175,2015-08-25,Mixed/Other,NA,U,FALSE,Bronx,10453
2176,2015-08-25,Bull dog,11,F,TRUE,Bronx,10461
2177,2015-08-26,Yorkshire Terrier,2.5,M,FALSE,Bronx,10459
2178,2015-08-25,Mixed/Other,NA,U,FALSE,Bronx,10456
2179,2015-08-28,NA,NA,U,FALSE,Bronx,10473
2180,2015-08-30,Chihuahua,NA,U,FALSE,Bronx,10452
2181,2015-08-30,Cocker Spaniel,6,F,FALSE,Bronx,10465
2182,2015-08-22,Pit Bull,NA,U,FALSE,Bronx,10467
2183,2015-08-31,Pit Bull,3,M,FALSE,Bronx,10453
2184,2015-08-31,NA,NA,U,FALSE,Bronx,10457
2185,2015-08-29,Yorkshire Terrier,NA,M,TRUE,Bronx,10453
2186,2015-09-01,Maltese,NA,U,FALSE,Bronx,10453
2187,2015-09-03,Pit Bull,NA,M,FALSE,Bronx,10469
2188,2015-09-07,Shih Tzu,5,M,FALSE,Bronx,10468
2189,2015-09-04,"Poodle, Standard",NA,F,FALSE,Bronx,10453
2190,2015-09-07,PITBULL MIX,NA,U,FALSE,Bronx,10463
2191,2015-09-09,SCHNAUZER/MALTESE,4,M,TRUE,Bronx,10463
2192,2015-09-08,Lhasa Apso,6.5 YRS,F,FALSE,Bronx,10467
2193,2015-09-11,American Pit Bull Mix / Pit Bull Mix,3,F,FALSE,Bronx,10458
2194,2015-09-11,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Bronx,10458
2195,2015-09-08,Pit Bull,5,M,FALSE,Bronx,10454
2196,2015-09-11,American Pit Bull Mix / Pit Bull Mix,3,U,FALSE,Bronx,10458
2197,2015-09-11,Chihuahua,NA,U,FALSE,Bronx,10452
2198,2015-08-31,Pit Bull,NA,U,FALSE,Bronx,10456
2199,2015-09-09,CHIHUAHUA- X,1,F,FALSE,Bronx,10462
2200,2015-09-17,"Poodle, Standard",NA,M,FALSE,Bronx,10453
2201,2015-09-20,CATTLE DOG,4,M,TRUE,Bronx,10476
2202,2015-09-16,NA,NA,U,FALSE,Bronx,10417
2203,2015-09-23,Bull dog,3,F,TRUE,Bronx,10458
2204,2015-09-25,Pit Bull,NA,U,FALSE,Bronx,10457
2205,2015-09-28,Pit Bull,1,M,FALSE,Bronx,10470
2206,2015-09-17,Bull dog,NA,U,FALSE,Bronx,10462
2207,2015-09-26,Pit Bull,2018-03-04T00:00:00.000,F,FALSE,Bronx,10475
2208,2015-09-29,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Bronx,10462
2209,2015-09-23,American Pit Bull Terrier/Pit Bull,10,F,FALSE,Bronx,10465
2210,2015-09-23,BLUE NOSE PIT BULL,3,M,TRUE,Bronx,10465
2211,2015-09-24,Pit Bull,NA,U,FALSE,Bronx,10463
2212,2015-09-29,Bull dog,2,M,FALSE,Bronx,10459
2213,2015-09-07,Shih Tzu,1,M,FALSE,Bronx,10465
2214,2015-10-03,Shih Tzu,4,F,FALSE,Bronx,10465
2215,2015-06-02,German Shepherd,NA,U,FALSE,Bronx,10458
2216,2015-10-06,TERRIER,NA,U,FALSE,Bronx,10455
2217,2015-10-09,Rottweiler,6,M,TRUE,Bronx,10471
2218,2015-10-08,Pit Bull,NA,U,FALSE,Bronx,10457
2219,2015-10-09,Pit Bull,2,F,FALSE,Bronx,10467
2220,2015-10-10,Pit Bull,5,F,TRUE,Bronx,10467
2221,2015-10-10,PIT BULL MIXED,5,F,TRUE,Bronx,10467
2222,2015-10-19,Rottweiler,NA,U,FALSE,Bronx,10459
2223,2015-10-08,Pit Bull,4,M,FALSE,Bronx,10473
2224,2015-10-04,German Shepherd,NA,U,FALSE,Bronx,10467
2225,2015-10-14,Pit Bull,NA,U,FALSE,Bronx,10462
2226,2015-10-18,NA,NA,U,FALSE,Bronx,10473
2227,2015-09-28,Pit Bull,1,M,FALSE,Bronx,10470
2228,2015-10-21,Pit Bull,NA,U,FALSE,Bronx,10460
2229,2015-10-23,Pit Bull,3,M,TRUE,Bronx,10466
2230,2015-10-23,MINI DOBERMAN,NA,U,FALSE,Bronx,10468
2231,2015-10-26,Chihuahua,NA,U,FALSE,Bronx,10468
2232,2015-10-23,Rottweiler,NA,U,FALSE,Bronx,10457
2233,2015-10-15,Chihuahua,6,M,FALSE,Bronx,10461
2234,2015-10-27,Mixed/Other,NA,U,FALSE,Bronx,10468
2235,2015-11-01,Pit Bull,NA,U,FALSE,Bronx,10475
2236,2015-10-26,Bull dog,NA,U,FALSE,Bronx,10474
2237,2015-11-04,Shih Tzu,16,M,TRUE,Bronx,10455
2238,2015-11-01,Chihuahua,NA,U,FALSE,Bronx,10453
2239,2015-11-04,Chihuahua,13,M,TRUE,Bronx,10454
2240,2015-11-04,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Bronx,10473
2241,2015-11-02,NA,NA,U,FALSE,Bronx,10456
2242,2015-10-30,Maltese,1,M,FALSE,Bronx,10456
2243,2015-11-08,Pit Bull,NA,U,FALSE,Bronx,10456
2244,2015-11-05,American Pit Bull Mix / Pit Bull Mix,2,M,TRUE,Bronx,10462
2245,2015-11-07,Yorkshire Terrier,1,M,FALSE,Bronx,10472
2246,2015-11-07,POODLE CHIHUAHUA,6,F,TRUE,Bronx,10466
2247,2015-11-05,NA,NA,U,FALSE,Bronx,10467
2248,2015-11-04,NA,NA,U,FALSE,Bronx,10469
2249,2015-11-06,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Bronx,10463
2250,2015-10-31,German Shepherd Crossbreed,6,M,TRUE,Bronx,10473
2251,2015-11-04,Pit Bull,2,M,FALSE,Bronx,10464
2252,2015-11-04,Pit Bull,1,F,TRUE,Bronx,10464
2253,2015-11-10,Pit Bull,5,M,FALSE,Bronx,10460
2254,2015-11-07,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Bronx,10454
2255,2015-11-11,Shih Tzu,NA,U,FALSE,Bronx,10472
2256,2015-11-12,Pit Bull,8,F,TRUE,Bronx,10470
2257,2015-11-02,Pit Bull,NA,U,FALSE,Bronx,10458
2258,2015-09-29,Pit Bull,NA,U,FALSE,Bronx,10460
2259,2015-09-29,Pit Bull,NA,U,FALSE,Bronx,10460
2260,2015-11-05,Pit Bull,NA,U,FALSE,Bronx,10453
2261,2015-11-06,Pit Bull,NA,F,FALSE,Bronx,10469
2262,2015-11-14,YORKY-POODLE,2,U,FALSE,Bronx,10453
2263,2015-11-13,Pit Bull,NA,U,FALSE,Bronx,10456
2264,2015-11-13,American Pit Bull Mix / Pit Bull Mix,4,M,TRUE,Bronx,10472
2265,2015-11-17,Wheaton Terrier,2,M,FALSE,Bronx,10463
2266,2015-11-18,Rottweiler,NA,U,FALSE,Bronx,10456
2267,2015-11-17,Silky Terrier,6,M,TRUE,Bronx,10463
2268,2015-11-11,Pit Bull,NA,U,FALSE,Bronx,10459
2269,2015-11-19,Pit Bull,NA,U,FALSE,Bronx,10457
2270,2015-11-23,Pit Bull,NA,U,FALSE,Bronx,10456
2271,2015-11-22,Chihuahua,2,F,FALSE,Bronx,10458
2272,2015-11-23,Pit Bull,2,M,FALSE,Bronx,10473
2273,2015-11-22,Labrador Retriever Crossbreed,10,F,FALSE,Bronx,10465
2274,2015-11-23,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Bronx,10467
2275,2015-11-28,Pit Bull,NA,U,FALSE,Bronx,10455
2276,2015-11-25,Jack Russ,NA,M,FALSE,Bronx,10466
2277,2015-11-03,Pit Bull,NA,U,FALSE,Bronx,10472
2278,2015-11-27,Pomeranian,NA,M,FALSE,Bronx,10466
2279,2015-11-26,Pit Bull,5,F,FALSE,Bronx,10468
2280,2015-11-22,NA,NA,U,FALSE,Bronx,10466
2281,2015-12-01,"Poodle, Toy",3,M,FALSE,Bronx,10458
2282,2015-11-28,NA,NA,U,FALSE,Bronx,10459
2283,2015-12-06,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Bronx,10453
2284,2015-11-22,Pit Bull,NA,U,FALSE,Bronx,10460
2285,2015-12-05,Beagle Crossbreed,6,M,TRUE,Bronx,10467
2286,2015-12-06,Beagle Crossbreed,6,M,TRUE,Bronx,10467
2287,2015-12-05,"Poodle, Toy",NA,U,FALSE,Bronx,10463
2288,2015-12-04,Pit Bull,3M,F,FALSE,Bronx,10458
2289,2015-11-28,NA,NA,U,FALSE,Bronx,10454
2290,2015-12-09,Chihuahua Crossbreed,7,F,FALSE,Bronx,10453
2291,2015-12-05,Pit Bull,1,F,TRUE,Bronx,10451
2292,2015-12-11,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Bronx,10457
2293,2015-12-11,Shih Tzu,NA,U,FALSE,Bronx,10456
2294,2015-12-11,Pit Bull,NA,U,FALSE,Bronx,10473
2295,2015-12-14,Pit Bull,3,M,FALSE,Bronx,10463
2296,2015-12-07,"Schnauzer, Miniature",3,M,TRUE,Bronx,10467
2297,2015-12-12,German Shepherd,NA,U,FALSE,Bronx,10470
2298,2015-12-15,American Pit Bull Mix / Pit Bull Mix,1,F,FALSE,Bronx,10455
2299,2015-12-06,American Pit Bull Mix / Pit Bull Mix,1,F,FALSE,Bronx,10455
2300,2015-12-08,Boxer,NA,M,FALSE,Bronx,10461
2301,2015-12-14,Pit Bull,2,M,FALSE,Bronx,10468
2302,2015-12-20,Pit Bull,NA,U,FALSE,Bronx,10458
2303,2015-12-20,Mixed/Other,NA,U,FALSE,Bronx,10468
2304,2015-12-18,NA,NA,U,FALSE,Bronx,10459
2305,2015-12-22,Labrador Retriever Crossbreed,2,M,FALSE,Bronx,10466
2306,2015-12-21,Bichon Frise,12,F,TRUE,Bronx,10466
2307,2015-12-23,Beagle,2,M,FALSE,Bronx,10462
2308,2015-12-24,GERMAN SHEP/ ROTTWEILER,10M,M,FALSE,Bronx,10467
2309,2015-12-30,Maltese,2,M,FALSE,Bronx,10451
2310,2015-12-29,Pit Bull,1,M,FALSE,Bronx,10473
2311,2015-12-31,Yorkshire Terrier,6,M,TRUE,Bronx,10471
2312,2016-01-03,Shih Tzu,3,M,FALSE,Bronx,10453
2313,2015-12-30,American Pit Bull Mix / Pit Bull Mix,3,F,FALSE,Bronx,10468
2314,2015-12-31,Mixed/Other,7,M,TRUE,Bronx,10467
2315,2016-01-04,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Bronx,10473
2316,2015-12-31,Pit Bull,7,F,TRUE,Bronx,10466
2317,2016-01-04,Pit Bull,NA,U,FALSE,Bronx,10468
2318,2016-01-03,Chow Chow,1,M,FALSE,Bronx,10467
2319,2016-01-03,Bull dog,1,M,FALSE,Bronx,10472
2320,2015-12-13,MUTT X,NA,U,FALSE,Bronx,10464
2321,2015-12-13,MUTT X,NA,U,FALSE,Bronx,10464
2322,2015-12-13,NA,NA,U,FALSE,Bronx,10464
2323,2016-01-04,German Shepherd,3,M,FALSE,Bronx,10463
2324,2015-12-26,Pit Bull,12,M,FALSE,Bronx,10456
2325,2016-01-06,PARSON TERR,7,M,FALSE,Bronx,10469
2326,2016-01-07,Pit Bull,NA,M,FALSE,Bronx,10473
2327,2016-01-10,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Bronx,10468
2328,2016-01-09,Pit Bull,3,M,FALSE,Bronx,10467
2329,2016-01-06,Irish Terrier,4,F,TRUE,Bronx,10472
2330,2016-01-12,Pit Bull,NA,U,FALSE,Bronx,10473
2331,2016-01-13,Doberman Pinscher,NA,F,FALSE,Bronx,10460
2332,2016-01-14,Pit Bull,1,M,FALSE,Bronx,10467
2333,2016-01-13,Chihuahua,11M,F,FALSE,Bronx,10469
2334,2016-01-17,NA,NA,U,FALSE,Bronx,10465
2335,2016-01-16,Shih Tzu,6,M,FALSE,Bronx,10459
2336,2016-01-13,Shih Tzu,1,M,TRUE,Bronx,10473
2337,2016-01-21,Pit Bull,NA,F,FALSE,Bronx,10468
2338,2016-01-19,Pit Bull,3,M,FALSE,Bronx,10460
2339,2016-01-16,Pit Bull,NA,U,FALSE,Bronx,10456
2340,2016-01-17,Yorkshire Terrier,NA,U,FALSE,Bronx,10455
2341,2016-01-24,Maltese,2,M,TRUE,Bronx,10460
2342,2015-01-22,Chihuahua,NA,U,FALSE,Bronx,10452
2343,2016-01-25,Jack Russ,4,M,FALSE,Bronx,10452
2344,2016-01-23,Pekingese,6,F,TRUE,Bronx,10453
2345,2016-01-19,TERRIER,NA,U,FALSE,Bronx,10452
2346,2016-01-05,"Bull Dog, English",4,M,TRUE,Bronx,10454
2347,2016-01-14,Bull Terrier,8,M,TRUE,Bronx,10461
2348,2016-01-27,Maltese,14,M,TRUE,Bronx,10463
2349,2016-01-28,Schipperkee,12,M,TRUE,Bronx,10458
2350,2016-01-13,Labrador Retriever,8,M,TRUE,Bronx,10465
2351,2016-01-31,Shih Tzu,3,M,FALSE,Bronx,10460
2352,2016-02-01,Pit Bull,NA,U,FALSE,Bronx,10468
2353,2016-01-30,Pit Bull,1,M,TRUE,Bronx,10453
2354,2016-01-29,Chihuahua,4,M,FALSE,Bronx,10456
2355,2016-01-30,Pit Bull,NA,M,FALSE,Bronx,10467
2356,2016-02-02,Puli,8,M,FALSE,Bronx,10468
2357,2016-01-31,CHIHUAHUA/SHIH TZU X,1,M,FALSE,Bronx,10452
2358,2016-02-04,Pit Bull,NA,U,FALSE,Bronx,10466
2359,2016-02-02,SHEPARD,NA,M,FALSE,Bronx,10455
2360,2016-02-06,Pit Bull,2,F,FALSE,Bronx,10465
2361,2016-01-11,Pit Bull,NA,U,FALSE,Bronx,10461
2362,2016-01-30,Pit Bull,11,M,TRUE,Bronx,10463
2363,2016-02-09,NA,NA,U,FALSE,Bronx,10462
2364,2016-02-04,Yorkshire Terrier,7,M,TRUE,Bronx,10453
2365,2016-02-12,NA,NA,U,FALSE,Bronx,10451
2366,2016-02-10,Chihuahua,7,F,FALSE,Bronx,10453
2367,2016-02-16,American Pit Bull Mix / Pit Bull Mix,NA,M,FALSE,Bronx,10456
2368,2016-02-14,Boxer,NA,M,FALSE,Bronx,10456
2369,2016-01-30,German Shepherd,2018-08-02T00:00:00.000,U,FALSE,Bronx,10465
2370,2016-02-16,Siberian Husky,3,M,FALSE,Bronx,10465
2371,2016-02-16,Pit Bull,2,M,TRUE,Bronx,10465
2372,2016-02-18,AUST TERRIER/ YORKIE,5,M,TRUE,Bronx,10460
2373,2016-02-16,Pit Bull,NA,U,FALSE,Bronx,10454
2374,2016-02-19,DACHSHUND/ CHIHUAHUA,3,M,TRUE,Bronx,10457
2375,2016-01-16,Pit Bull,3,M,FALSE,Bronx,10475
2376,2016-02-20,Siberian Husky,11,M,TRUE,Bronx,10461
2377,2016-02-22,TERRIER,NA,U,FALSE,Bronx,10464
2378,2016-02-25,SHAR-PEI/PIT BULL,2,F,TRUE,Bronx,10454
2379,2016-02-17,Rottweiler,2,M,FALSE,Bronx,10462
2380,2016-03-04,Chow Chow,5,M,FALSE,Bronx,10473
2381,2016-03-02,Doberman Pinscher,NA,U,FALSE,Bronx,10468
2382,2016-03-06,NA,NA,U,FALSE,Bronx,10461
2383,2016-03-01,"Schnauzer, Standard",6,M,FALSE,Bronx,10461
2384,2016-02-29,CHIHUAHUA/PUG X,5,M,FALSE,Bronx,10468
2385,2016-03-09,NA,NA,U,FALSE,Bronx,10467
2386,2016-01-28,"Shar-Pei, Chinese",1,F,FALSE,Bronx,10456
2387,2016-03-16,AUSTRALIAN SHEEP DOG,3,M,TRUE,Bronx,10461
2388,2016-03-19,Chow Chow,NA,U,FALSE,Bronx,10458
2389,2016-03-13,Chihuahua Crossbreed,4,F,TRUE,Bronx,10458
2390,2016-03-18,Pit Bull,1,M,FALSE,Bronx,10460
2391,2016-03-16,HUSKY,NA,U,FALSE,Bronx,10462
2392,2016-03-17,Pit Bull,NA,U,FALSE,Bronx,10467
2393,2016-03-09,Pit Bull,1,F,TRUE,Bronx,10468
2394,2016-03-22,Pit Bull,5,F,FALSE,Bronx,10454
2395,2016-03-22,Pit Bull,NA,U,FALSE,Bronx,10472
2396,2016-03-19,Staffordshire Bull Terrier,4,F,FALSE,Bronx,10466
2397,2016-03-22,Lhasa Apso,7,M,TRUE,Bronx,10463
2398,2016-03-24,Shih Tzu,3,M,FALSE,Bronx,10466
2399,2016-03-23,Pit Bull,2,M,FALSE,Bronx,10457
2400,2016-03-26,American Staffordshire Terrier,6,M,FALSE,Bronx,10454
2401,2016-03-23,Staffordshire Bull Terrier,3,F,FALSE,Bronx,10469
2402,2016-03-29,Pit Bull,1,M,FALSE,Bronx,10460
2403,2016-03-26,Pit Bull,6,M,FALSE,Bronx,10454
2404,2016-03-25,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Bronx,10468
2405,2016-03-28,"Poodle, Toy",NA,U,FALSE,Bronx,10468
2406,2016-03-28,Chihuahua,3,F,FALSE,Bronx,10468
2407,2016-03-31,Pit Bull,NA,U,FALSE,Bronx,10457
2408,2016-03-26,"Poodle, Standard",9WK,M,FALSE,Bronx,10463
2409,2016-03-30,Pit Bull,NA,U,FALSE,Bronx,10456
2410,2016-03-21,Lhasa Apso,2,M,FALSE,Bronx,10466
2411,2016-04-03,Pit Bull,NA,F,TRUE,Bronx,10466
2412,2016-04-03,Pit Bull,NA,F,TRUE,Bronx,10466
2413,2016-04-02,Cocker Spaniel,4,M,TRUE,Bronx,10452
2414,2016-04-01,NA,NA,U,FALSE,Bronx,10451
2415,2016-04-02,Chihuahua,1,M,TRUE,Bronx,10462
2416,2016-04-02,Shih Tzu,2,M,FALSE,Bronx,10457
2417,2016-04-07,Pit Bull,1,F,FALSE,Bronx,10466
2418,2016-04-06,NA,NA,U,FALSE,Bronx,10456
2419,2016-04-07,Shih Tzu,NA,U,FALSE,Bronx,10462
2420,2016-04-03,American Staffordshire Terrier,NA,M,TRUE,Bronx,10466
2421,2016-04-09,MUTT,4,M,TRUE,Bronx,10462
2422,2016-04-02,Pit Bull,4,M,TRUE,Bronx,10454
2423,2016-02-25,Pit Bull,1,U,FALSE,Bronx,10467
2424,2016-03-03,"Mastiff, Bull",4,M,TRUE,Bronx,10459
2425,2016-04-12,Yorkshire Terrier,3,M,TRUE,Bronx,10461
2426,2016-04-12,Pit Bull,NA,U,FALSE,Bronx,10457
2427,2016-04-14,Pit Bull,NA,U,FALSE,Bronx,10462
2428,2016-04-16,Silky Terrier,14,F,TRUE,Bronx,10465
2429,2016-04-16,Yorkshire Terrier Crossbreed,3M,M,FALSE,Bronx,10453
2430,2016-04-16,Chihuahua,7,M,TRUE,Bronx,10462
2431,2016-04-15,Pit Bull,6,M,FALSE,Bronx,10460
2432,2016-04-18,Pit Bull,3,U,TRUE,Bronx,10465
2433,2016-04-20,Pit Bull,2,M,FALSE,Bronx,10452
2434,2016-04-08,Pit Bull,10M,M,FALSE,Bronx,10407
2435,2016-04-23,Mixed/Other,NA,U,FALSE,Bronx,10466
2436,2016-04-24,Pit Bull,5,M,TRUE,Bronx,10463
